PC1,PC2,label
0.2975335187931834,0.26430580770217643,Benign
-0.2476382355460951,-0.06516114981971095,Benign
-0.3175694479163431,-0.33509521638051676,Ransomware
0.2625362105078257,-0.1356749092834777,Ransomware
0.26300440111182444,-0.2971513898928595,Benign
0.16553767560146004,-0.2143836416033109,Ransomware
0.1817883828921063,0.4068265806223093,Benign
0.35171358496709765,-0.3401241630056938,Benign
-0.34453412788835974,0.2881204041402764,Ransomware
-0.010596206989681979,0.21681822919199506,Ransomware
-0.20313456560161314,0.34750897540777226,Benign
0.2681798058704922,-0.14633714130166145,Benign
-0.3804055331040586,0.07830181769349624,Ransomware
-0.046610381082090264,0.1862110091844225,Ransomware
-0.32319793858264645,-0.166024499558612,Ransomware
-0.21268331305702426,0.4873846775932661,Benign
0.2468161117220944,0.10118195605783929,Ransomware
-0.30038280554252506,-0.17740694756012695,Ransomware
-0.32931456487239386,-0.49128525428298864,Ransomware
-0.36141789356715215,-0.14213515272530042,Ransomware
-0.43998479766887566,0.453058538777455,Ransomware
0.13835788363030305,0.27895764301303716,Benign
-0.36670424793356887,0.3064518106628938,Ransomware
-0.3679830485145043,0.30277548087346756,Ransomware
0.022661530515004885,-0.10448522203369658,Ransomware
-0.19300162352978945,-0.40647106431718505,Benign
0.45615350420228834,-0.01527703704651611,Benign
-0.31155722313656203,-0.3438199674481531,Ransomware
-0.1898624669389401,-0.27625523652410655,Benign
0.11612453294518056,0.2259492591501574,Benign
0.09872347628272053,0.06551371297586189,Ransomware
0.23269341616258465,-0.15394262645851342,Benign
0.31852067341927653,-0.18788649491099763,Benign
0.0438310170605318,0.0052036249071805325,Benign
0.10963957338825607,-0.26057242531842323,Benign
0.11852576736230776,0.08457537980361754,Ransomware
0.1707693261525116,0.24913257205706535,Benign
0.161451988427171,-0.08084088534828582,Benign
0.34495704375494024,-0.02715347943212546,Benign
0.2656969913583361,-0.24203883416951116,Benign
0.13835788363030305,0.27895764301303716,Benign
-0.11632149517221285,0.11546884962825847,Ransomware
0.18675088222341396,0.146263282879023,Ransomware
0.21740928943931742,-0.024550517106571412,Benign
-0.28840729449417757,-0.2188972881749401,Ransomware
-0.0588269341620967,-0.09515728176629008,Benign
-0.12845934677129173,0.05133859853843942,Ransomware
0.34628414774596195,-0.017096658508736887,Benign
0.31565699484544596,-0.3130657591781891,Benign
0.05708702194121777,0.14691846610572745,Benign
0.4678338554285982,-0.07554472822240192,Benign
-0.36130387567209843,0.3942690689520422,Ransomware
-0.3145700629211481,0.07606553257977665,Ransomware
0.21033934447841296,0.05756784250172814,Benign
-0.2772189285555501,-0.3559316124305027,Ransomware
0.058511880063289334,0.06975875339297775,Benign
0.005418464507281548,0.40283253739433206,Benign
-0.18047933176089315,0.5164180790905541,Benign
0.05443757006592824,0.47864286007687096,Benign
-0.27249122890739724,-0.0038912936443732324,Benign
-0.2077018764737431,-0.23686180937673734,Ransomware
-0.4764741564878038,0.07608375759707642,Ransomware
0.22773715072064105,-0.26623180251853423,Benign
0.30052465004072687,-0.017120217238258365,Ransomware
0.355242498994066,-0.32692433480785915,Benign
0.1550158238776872,-0.2633151128570311,Benign
-0.054834305240158726,0.2560917463466881,Ransomware
-0.19300162352978945,-0.40647106431718505,Benign
-0.40577976839849766,-0.24472116072655767,Ransomware
0.1825596491308294,0.21893796666547857,Ransomware
0.1867866779464304,0.07873937981956064,Ransomware
-0.40228254226511373,0.37015031483959066,Ransomware
0.05404149432390322,-0.30201356846100796,Ransomware
0.2756803142221438,-0.1615696047727792,Benign
0.41562966649986055,-0.01990095484849587,Benign
-0.3368558553531096,0.35441704698470267,Ransomware
0.13911009225574217,-0.03513326160986001,Ransomware
0.07628767239517813,0.11829099622708648,Benign
-0.30045713580438754,-0.3493318226371003,Ransomware
-0.3472621149322986,0.5667344430630192,Benign
0.048837719742606686,0.5033925229995603,Benign
-0.06664232952501695,-0.29639234528504566,Benign
0.4371422018602648,-0.019692910008253448,Benign
0.13607654565353577,-0.19014961397716865,Benign
-0.1447869761019555,-0.2548867863807539,Benign
-0.11907103655760262,-0.015674660125542604,Ransomware
0.22773715072064105,-0.26623180251853423,Benign
0.2435901089412419,-0.12082548871912553,Benign
0.09578018843435625,-0.1482335461523988,Ransomware
-0.2171402515447129,0.013302954399129385,Ransomware
-0.20350041093785126,-0.05633000113779524,Ransomware
-0.14977384268130195,0.5225263421919331,Benign
0.09099307172922809,-0.28088231766168203,Ransomware
-0.1778699260711491,-0.17509434105702584,Benign
0.4860953220308613,-0.04517921076770956,Benign
0.19871869830889932,-0.09321681803354352,Benign
-0.29742602739008955,-0.015559195284636057,Ransomware
0.09244275804490783,-0.07621624127887994,Benign
0.13911009225574217,-0.03513326160986001,Ransomware
0.25518566123321734,0.019966222434411412,Benign
-0.16599983854851177,-0.21615265883882204,Benign
0.11048185332571768,-0.09987018646299918,Benign
0.24077354187847727,-0.24947400536013825,Benign
0.14645332368923442,-0.05542430278417859,Ransomware
-0.355895536804537,-0.3061854210241023,Ransomware
-0.36361856385830127,0.3557549464865592,Ransomware
0.4964724176776227,-0.05193982994295833,Benign
-0.0793603729771529,-0.054239056813018806,Ransomware
-8.803201218113982e-05,-0.018574947021035508,Benign
0.19244418585194506,0.19216872267760982,Ransomware
0.3397893593031319,0.05660082662327891,Ransomware
-0.007436323313806004,0.43566029010890545,Benign
-0.2653390178139688,0.049264947927554176,Ransomware
-0.36126720040509913,-0.3486148725855928,Ransomware
-0.3401215623801966,-0.22203804466131719,Ransomware
-0.18207528542355117,-0.08167016602444523,Ransomware
0.466083200139314,0.04646774226109805,Benign
0.3633293298767041,0.006700981458013126,Benign
0.41562966649986055,-0.01990095484849587,Benign
-0.2635604738765252,-0.3703316607143292,Ransomware
-0.16545852970057337,0.30517099256672614,Ransomware
0.3109932296324749,-0.025284672351412428,Benign
-0.34973178074622696,-0.4600450867556154,Ransomware
-0.28489867036062894,-0.2298145203064976,Ransomware
