PC1,PC2,label
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.20119668489032644,-0.019328883988149997,Ransomware
-0.24143331578942284,-0.08056717431985287,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
-0.202728111315025,-0.04700503935378739,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.20076680872743335,-0.022480920553810374,Ransomware
-0.20076680872743335,-0.022480920553810374,Ransomware
-0.20076680872743335,-0.022480920553810374,Ransomware
-0.20076680872743335,-0.022480920553810374,Ransomware
-0.20076680872743335,-0.022480920553810374,Ransomware
-0.20076680872743335,-0.022480920553810374,Ransomware
-0.20076680872743335,-0.022480920553810374,Ransomware
-0.20076680872743335,-0.022480920553810374,Ransomware
-0.2020586488378756,-0.014646837643942895,Ransomware
-0.2020586488378756,-0.014646837643942895,Ransomware
-0.2020586488378756,-0.014646837643942895,Ransomware
-0.2020586488378756,-0.014646837643942895,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.20379013395646986,-0.050732926099718384,Ransomware
-0.20379013395646986,-0.050732926099718384,Ransomware
-0.20379013395646986,-0.050732926099718384,Ransomware
-0.20379013395646986,-0.050732926099718384,Ransomware
-0.20379013395646986,-0.050732926099718384,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20043123833777324,-0.03223901926501871,Ransomware
-0.20304732719892943,-0.048192768230867045,Ransomware
-0.20304732719892943,-0.048192768230867045,Ransomware
-0.20304732719892943,-0.048192768230867045,Ransomware
-0.20304732719892943,-0.048192768230867045,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.2042225851178366,-0.052100211551400544,Ransomware
-0.2042225851178366,-0.052100211551400544,Ransomware
-0.2042225851178366,-0.052100211551400544,Ransomware
-0.2042225851178366,-0.052100211551400544,Ransomware
-0.2042225851178366,-0.052100211551400544,Ransomware
-0.2042225851178366,-0.052100211551400544,Ransomware
-0.2042225851178366,-0.052100211551400544,Ransomware
-0.2042225851178366,-0.052100211551400544,Ransomware
-0.2042225851178366,-0.052100211551400544,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
-0.20339999645189677,-0.04943315273193907,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
-0.2005775973812745,-0.03460029751956595,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.20120142939042376,-0.039781022882716954,Ransomware
-0.20120142939042376,-0.039781022882716954,Ransomware
-0.20120142939042376,-0.039781022882716954,Ransomware
-0.20120142939042376,-0.039781022882716954,Ransomware
-0.20120142939042376,-0.039781022882716954,Ransomware
-0.20120142939042376,-0.039781022882716954,Ransomware
-0.20120142939042376,-0.039781022882716954,Ransomware
-0.20120142939042376,-0.039781022882716954,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.20379013395646986,-0.050732926099718356,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.3757313495565902,0.39021520095050877,Ransomware
-0.3757313495565902,0.39021520095050877,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.20048371221158492,-0.025778787472989173,Ransomware
-0.20048371221158492,-0.025778787472989173,Ransomware
-0.20048371221158492,-0.025778787472989173,Ransomware
-0.20048371221158492,-0.025778787472989173,Ransomware
-0.20048371221158492,-0.025778787472989173,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
0.20075683485662066,0.6205989489395851,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
-0.2019399940190262,-0.043705443654612736,Ransomware
